Exporter_ID,Industry,State,Revenue_Size_USD,lead_score
EXP_1831,Engineering,Delhi,13087237,55.24679987146121
EXP_8954,Electronics,Rajasthan,30066772,24.094458115121046
EXP_4460,Auto Parts,Tamil Nadu,7444635,64.22258469799398
EXP_4733,IT Software,Gujarat,25588445,44.6814700468575
EXP_3618,Textiles,Tamil Nadu,65978646,50.705894201523996
EXP_4253,Pharmaceuticals,Punjab,67013966,36.07919215463462
EXP_2488,Textiles,Haryana,34851830,54.18003142208574
EXP_3295,Medical Devices,Haryana,7960013,54.86029977224545
EXP_5558,Chemicals,Haryana,38049313,31.39467091653314
EXP_6304,Auto Parts,Haryana,75180040,59.89808254202046
EXP_7825,IT Software,Gujarat,76199643,44.2712234144464
EXP_8560,Auto Parts,Maharashtra,54112444,42.64717987510485
EXP_6893,Chemicals,Gujarat,6525437,35.65138696919386
EXP_1090,Solar,Haryana,60492057,64.04718166989066
EXP_1607,IT Software,Punjab,3322017,35.386667664081315
EXP_6461,Electronics,Rajasthan,30201851,52.6050960508021
EXP_5758,Engineering,Punjab,9947002,79.17265006848814
EXP_2865,Pharmaceuticals,Karnataka,625162,47.40181843198192
EXP_2222,Machinery,Tamil Nadu,9638749,22.28790093955759
EXP_7429,IT Software,Telangana,12838053,50.15483751766298
EXP_8410,Electronics,Gujarat,40147672,60.13674332714882
EXP_6115,Engineering,Gujarat,13602045,38.59835840338822
EXP_2968,Machinery,Telangana,11817862,26.14715473376571
EXP_6122,Chemicals,Punjab,30102614,39.491777336315096
EXP_7195,Machinery,Gujarat,17003554,49.01342147391706
EXP_2620,Solar,Telangana,40344920,35.794399652766316
EXP_5333,Pharmaceuticals,Rajasthan,46785181,16.296024466965694
EXP_8577,Textiles,Gujarat,72352228,48.061879970665366
EXP_9964,Medical Devices,Gujarat,22137780,24.938197505758602
EXP_4634,Solar,Telangana,10124917,66.4418166405858
EXP_6451,Chemicals,Haryana,38793778,47.03166060576507
EXP_5190,Engineering,Tamil Nadu,38803733,36.34304853151046
EXP_6561,IT Software,Rajasthan,78014378,55.07362545374016
EXP_1635,Medical Devices,Telangana,34904821,66.54414863081979
EXP_7132,Machinery,Karnataka,17827354,60.480664838145714
EXP_2999,Engineering,Gujarat,23207522,13.106398529370999
EXP_8993,Chemicals,Karnataka,22129335,29.99546196840899
EXP_2841,Pharmaceuticals,Gujarat,4198543,38.45031360736403
EXP_1270,Solar,Tamil Nadu,52208725,18.89936763309721
EXP_1699,IT Software,Rajasthan,30664919,52.01607696030665
EXP_8005,Medical Devices,Maharashtra,57463855,53.74483814320116
EXP_8669,Medical Devices,Gujarat,18030765,41.52384238476603
EXP_3321,Auto Parts,Karnataka,48701825,23.173899531778723
EXP_6049,Engineering,Telangana,14447335,31.39685714034657
EXP_2354,Engineering,Haryana,5918935,29.823852051511885
EXP_1917,IT Software,Delhi,21314746,54.61945874749614
EXP_3043,Chemicals,Punjab,25438127,38.7645236593959
EXP_5658,Pharmaceuticals,Haryana,1205048,27.925003023789973
EXP_3567,Solar,Maharashtra,77645106,44.12505457230126
EXP_8648,Pharmaceuticals,Telangana,63633217,43.48807236302157
EXP_4781,Machinery,Punjab,34919688,59.019466963280244
EXP_6963,Solar,Maharashtra,70058349,50.256827338726026
EXP_2664,Engineering,Karnataka,26178038,34.70033676552623
EXP_7698,Auto Parts,Haryana,13227497,35.81022036814716
EXP_3582,Solar,Gujarat,21255368,42.88235699479884
EXP_8333,Pharmaceuticals,Punjab,76779424,50.36287419993588
EXP_2674,Medical Devices,Telangana,5260716,35.03927648259253
EXP_3576,Pharmaceuticals,Maharashtra,3360915,50.239736117102474
EXP_1946,IT Software,Haryana,75583690,65.83078129314313
EXP_1301,Textiles,Tamil Nadu,21625496,34.57852813087048
EXP_3156,Electronics,Karnataka,39877378,31.94338817478961
EXP_5612,IT Software,Rajasthan,68990186,60.42147858803697
EXP_6635,Medical Devices,Rajasthan,57769719,33.40515766710472
EXP_8035,Auto Parts,Rajasthan,60437419,54.2870165379982
EXP_1335,Textiles,Haryana,38593736,31.212870946653627
EXP_4921,Electronics,Punjab,27708667,52.457969908436674
EXP_2901,Pharmaceuticals,Telangana,77389006,42.10458969409376
EXP_6929,Auto Parts,Tamil Nadu,19218479,32.01320053959485
EXP_6938,IT Software,Karnataka,59254922,66.03589877262401
EXP_8160,Solar,Haryana,41651392,29.14205322592754
EXP_6919,Machinery,Gujarat,33589780,38.20841453055729
EXP_9991,Textiles,Tamil Nadu,78660775,45.38485878123733
EXP_6825,Textiles,Punjab,37189173,48.89250458691702
EXP_4766,Textiles,Haryana,17144004,27.438381227429183
EXP_2801,Auto Parts,Maharashtra,78800324,42.5709053900574
EXP_3315,Chemicals,Karnataka,48104554,69.3551358075045
EXP_1739,Electronics,Karnataka,39385263,39.03284058280304
EXP_5065,IT Software,Gujarat,66435124,42.99412911025345
EXP_3406,IT Software,Rajasthan,31302074,31.148923563776986
EXP_8417,Solar,Haryana,33267346,44.31415656043182
EXP_3467,Textiles,Gujarat,42365819,60.280725263295665
EXP_5476,Electronics,Karnataka,58545270,56.98856983727293
EXP_9983,Machinery,Haryana,65910326,44.712740719233054
EXP_6184,Engineering,Rajasthan,43934827,28.6132753627092
EXP_1817,Machinery,Gujarat,68717916,39.42187021525322
EXP_6667,Medical Devices,Punjab,58170025,60.33615758522368
EXP_7434,Pharmaceuticals,Delhi,68823846,23.850483609077212
EXP_6576,Solar,Telangana,61728408,47.00583845857844
EXP_4684,IT Software,Tamil Nadu,8741861,54.257962402257206
EXP_2277,Pharmaceuticals,Tamil Nadu,65405941,56.37862669942347
EXP_9695,Engineering,Tamil Nadu,40857413,47.96284346630045
EXP_7695,Textiles,Gujarat,59292965,26.636207269254037
EXP_4349,Chemicals,Tamil Nadu,76613953,60.531956578592904
EXP_1817,Medical Devices,Tamil Nadu,8032446,59.066454351914224
EXP_4581,IT Software,Telangana,30759447,85.25563287867726
EXP_9328,Solar,Delhi,18285106,34.17847038857023
EXP_3989,Engineering,Telangana,17148499,73.08282289472079
EXP_1340,Pharmaceuticals,Gujarat,75515722,48.89864683102403
EXP_4845,Electronics,Delhi,16018599,62.26055884462579
EXP_3605,Engineering,Maharashtra,8554055,60.34746723982322
EXP_4395,IT Software,Telangana,58114802,59.26488801686074
EXP_9816,IT Software,Haryana,2263261,50.49146664350816
EXP_6556,Auto Parts,Gujarat,19720102,26.874442915712788
EXP_5742,Auto Parts,Delhi,33400363,55.03495890285123
EXP_7119,Auto Parts,Punjab,77583721,29.596742076591354
EXP_5877,Machinery,Rajasthan,17255181,51.84184295767673
EXP_2973,IT Software,Gujarat,58457224,31.04205718515854
EXP_4338,Auto Parts,Rajasthan,19633953,33.637018122586014
EXP_2889,IT Software,Karnataka,56193744,17.24315957804571
EXP_9002,Solar,Rajasthan,79454509,49.79762624447854
EXP_8329,Chemicals,Karnataka,43711831,42.68792091418903
EXP_4883,Chemicals,Karnataka,21650812,37.20693819777944
EXP_1173,Medical Devices,Punjab,24629343,46.772211149144724
EXP_7536,Pharmaceuticals,Tamil Nadu,18550537,27.003369107955265
EXP_7506,Solar,Telangana,33145573,31.64986030645861
EXP_3422,Auto Parts,Tamil Nadu,7900193,43.70057215720978
EXP_2830,Chemicals,Punjab,16588279,59.051889315429115
EXP_4968,Pharmaceuticals,Punjab,31394478,59.002192137133655
EXP_5187,Chemicals,Gujarat,13912885,34.311387953527955
EXP_7964,Solar,Tamil Nadu,25113221,29.601407296293324
EXP_1848,Machinery,Karnataka,72138106,36.847731118549284
EXP_3224,Textiles,Gujarat,79653043,20.5852774254237
EXP_2347,Solar,Punjab,38216529,32.84609236586685
EXP_4895,Machinery,Haryana,77231229,38.54435345081374
EXP_5425,Engineering,Gujarat,49494766,34.26719068633774
EXP_7381,Medical Devices,Tamil Nadu,65161402,45.2799637697676
EXP_5111,Auto Parts,Tamil Nadu,8553433,31.581382910358087
EXP_2133,IT Software,Delhi,21407636,40.51218623328588
EXP_6452,Medical Devices,Karnataka,14990861,49.17836501745862
EXP_9165,Chemicals,Haryana,61535993,40.94606877505588
EXP_4027,Electronics,Delhi,21011736,60.18727152917496
EXP_3780,Engineering,Rajasthan,53276679,59.269375294366355
EXP_9149,Auto Parts,Delhi,40035030,34.24193153750706
EXP_5375,Electronics,Punjab,76916314,34.90155222100305
EXP_5155,Electronics,Tamil Nadu,29353079,47.00676210942213
EXP_3366,Chemicals,Rajasthan,9760087,46.987164669148335
EXP_7443,Solar,Tamil Nadu,63544192,53.966156640294315
EXP_1625,Engineering,Maharashtra,59705535,50.55572902078269
EXP_2607,Machinery,Telangana,12148717,50.956410386759806
EXP_3640,Solar,Rajasthan,8623516,52.692658651915934
EXP_2159,Auto Parts,Rajasthan,18234284,64.61560243447025
EXP_6143,Pharmaceuticals,Maharashtra,16317040,49.411069650110576
EXP_2493,Machinery,Maharashtra,13710631,49.916103334243424
EXP_6647,Medical Devices,Tamil Nadu,48340812,50.87696173757437
EXP_1220,Chemicals,Rajasthan,61300258,50.70921489004119
EXP_3885,Machinery,Maharashtra,31562064,48.50155210062269
EXP_8715,Pharmaceuticals,Delhi,77432949,18.42925555550114
EXP_1450,IT Software,Haryana,43943481,45.80015709205145
EXP_6091,Chemicals,Telangana,6890222,29.899395994712336
EXP_2777,Pharmaceuticals,Tamil Nadu,77547228,35.37490926275351
EXP_8150,Electronics,Gujarat,50728937,46.40252247097434
EXP_9306,Solar,Tamil Nadu,57591270,32.9419169248027
EXP_7408,IT Software,Punjab,6129478,41.030432473680655
EXP_4327,Engineering,Gujarat,15609452,43.023051211650234
EXP_8591,Auto Parts,Maharashtra,65733666,66.29806190154048
EXP_5555,Engineering,Karnataka,45866209,26.08252603082307
EXP_5861,IT Software,Delhi,40625223,50.7793982913802
EXP_7922,Textiles,Rajasthan,34663854,38.48116344895163
EXP_4652,Solar,Haryana,10137627,47.40787684159239
EXP_4398,Electronics,Telangana,10046117,33.32555992074016
EXP_1392,Auto Parts,Tamil Nadu,73269250,38.28911435912651
EXP_7614,Auto Parts,Haryana,52902700,28.2799390825617
EXP_2585,Solar,Maharashtra,73886805,49.22683155503462
EXP_7498,Electronics,Maharashtra,55550764,14.982237458916048
EXP_6028,Textiles,Rajasthan,55921413,47.62448057774453
EXP_1189,Pharmaceuticals,Maharashtra,37504430,33.30431059978247
EXP_5443,Medical Devices,Punjab,45861076,41.89018259583222
EXP_3610,Textiles,Gujarat,77088186,58.781686313842876
EXP_9751,IT Software,Gujarat,70421234,48.84653163673761
EXP_8922,Engineering,Telangana,5852877,42.17002972984831
EXP_9506,Medical Devices,Rajasthan,67197066,36.087307622779946
EXP_6658,Engineering,Tamil Nadu,51584119,34.60971103901018
EXP_4505,Machinery,Karnataka,75957016,58.460027576656614
EXP_2730,Machinery,Karnataka,62048939,40.77882119335109
EXP_6011,Solar,Haryana,33468718,63.73175858703908
EXP_4341,Engineering,Delhi,72713754,21.021512905187883
EXP_7173,Chemicals,Punjab,76071553,52.7799524681849
EXP_7903,Electronics,Rajasthan,71135881,18.421685276986956
EXP_7422,Pharmaceuticals,Punjab,51900046,50.74420078219008
EXP_4267,Textiles,Rajasthan,17720120,32.523562325918284
EXP_9433,IT Software,Punjab,28867359,57.71409672297243
EXP_6123,Textiles,Maharashtra,69215778,30.906332703387427
EXP_6736,Auto Parts,Rajasthan,46188435,51.04437386100903
EXP_5304,IT Software,Haryana,47500105,44.821487065730615
EXP_1131,Electronics,Maharashtra,2586302,43.829207983814314
EXP_2431,Engineering,Haryana,8861914,37.31813746538513
EXP_3620,Chemicals,Delhi,7005417,44.20351833984318
EXP_8383,Machinery,Rajasthan,41529108,28.7055281449137
EXP_3387,Machinery,Delhi,13834454,63.166506458921035
EXP_8423,Textiles,Karnataka,38684914,52.66302350037587
EXP_7541,Textiles,Karnataka,41445250,38.36782922250026
EXP_7034,Textiles,Delhi,33975763,44.564177674686476
EXP_8107,Electronics,Haryana,8518044,36.00797696164775
EXP_5744,Pharmaceuticals,Tamil Nadu,20639323,56.32102210560612
EXP_5772,Pharmaceuticals,Tamil Nadu,63536830,40.38507461131905
EXP_6654,Auto Parts,Maharashtra,13654490,63.12964983311866
EXP_6490,Medical Devices,Gujarat,76839536,60.633430808512
EXP_9746,Auto Parts,Maharashtra,65767087,47.09249400982664
EXP_7033,Solar,Tamil Nadu,52561541,66.4334987486485
EXP_5183,Medical Devices,Punjab,56814361,58.049863932888314
EXP_2813,Machinery,Karnataka,51349163,58.18894352977163
EXP_6372,Chemicals,Gujarat,49192401,62.84202267114145
EXP_1909,Machinery,Delhi,79552396,58.04995007276379
EXP_8653,Chemicals,Telangana,16512029,39.19685063717617
EXP_7671,Engineering,Maharashtra,42957689,46.157497627523725
EXP_7246,Textiles,Gujarat,61971936,70.73783056273959
EXP_1538,Machinery,Punjab,76766962,47.29482450350434
EXP_3435,Electronics,Rajasthan,26383213,57.19391285594515
EXP_7494,IT Software,Rajasthan,28404604,43.2734501145365
EXP_2443,Machinery,Telangana,7620897,41.892082051498896
EXP_6885,Pharmaceuticals,Karnataka,25717801,40.11839236860182
EXP_9061,Pharmaceuticals,Delhi,58846668,43.67782072302989
EXP_5329,Solar,Karnataka,38606329,59.533746074637214
EXP_6336,Engineering,Delhi,64295941,35.75884716889641
EXP_6185,IT Software,Gujarat,39007943,38.65165876062354
EXP_1736,Electronics,Maharashtra,8216829,40.85348984552269
EXP_7364,Medical Devices,Maharashtra,25933380,44.11180724702119
EXP_8319,Medical Devices,Karnataka,58558688,9.689510018394563
EXP_7768,Auto Parts,Delhi,2053291,48.17708444211116
EXP_3703,Textiles,Delhi,16957339,23.474972149431135
EXP_2982,Engineering,Maharashtra,54960445,35.97348359273921
EXP_3234,Chemicals,Maharashtra,40751787,36.75192117559886
EXP_4559,Machinery,Maharashtra,60082029,72.14757026747036
EXP_8776,Electronics,Delhi,33759655,42.782538747344645
EXP_3391,Textiles,Telangana,47828030,47.09397178208625
EXP_1258,Electronics,Maharashtra,76806069,51.34945243347937
EXP_1523,Pharmaceuticals,Delhi,21468925,58.86964663479587
EXP_6635,Textiles,Gujarat,40877921,44.26654810620823
EXP_5385,Electronics,Gujarat,26550728,51.41269575836552
EXP_6130,Machinery,Rajasthan,7090913,45.17017605095577
EXP_4396,IT Software,Karnataka,56939944,39.04507494599792
EXP_4494,Engineering,Gujarat,62211459,40.066260578080936
EXP_5348,Electronics,Karnataka,26991790,19.248632067669625
EXP_7955,Medical Devices,Karnataka,75462370,47.14771876239251
EXP_4270,Auto Parts,Rajasthan,6364159,47.91216779296761
EXP_2150,Solar,Karnataka,35879019,49.08256863611379
EXP_5299,Auto Parts,Tamil Nadu,77712934,51.40844926309407
EXP_5035,Pharmaceuticals,Tamil Nadu,71417552,57.972636989243256
EXP_5269,Solar,Telangana,59699677,33.47412260977373
EXP_7076,Pharmaceuticals,Maharashtra,9995832,54.281842628546215
EXP_7594,Auto Parts,Gujarat,17253578,39.684932308308575
EXP_8116,Engineering,Punjab,19307485,64.26961645800446
EXP_9841,Medical Devices,Karnataka,16197507,35.63746554995589
EXP_6447,Solar,Gujarat,74364823,53.13879502213717
EXP_9049,Electronics,Gujarat,42638310,30.466041662001448
EXP_1155,Solar,Punjab,46343120,42.019672404118715
EXP_8831,IT Software,Telangana,49021294,31.011341415909815
EXP_6081,Engineering,Rajasthan,13728711,42.072589446477615
EXP_9162,Chemicals,Punjab,15995269,48.19069109828329
EXP_7005,IT Software,Haryana,68782975,41.47409042155991
EXP_2900,Machinery,Gujarat,74047933,48.36992775131241
EXP_3053,Engineering,Haryana,31297772,23.992874352454685
EXP_1966,Machinery,Telangana,26334668,64.07639315541999
EXP_8975,Electronics,Maharashtra,13146554,74.35815602774109
EXP_3805,Pharmaceuticals,Delhi,68246690,61.54818254880075
EXP_2222,Machinery,Delhi,41818723,71.07432426137002
EXP_7335,Pharmaceuticals,Telangana,50312292,73.91349888033857
EXP_8376,Machinery,Delhi,79726952,56.23762249321291
EXP_9920,Solar,Telangana,42210192,37.02660516398535
EXP_5234,Auto Parts,Punjab,29842810,53.8005524404072
EXP_1828,Chemicals,Delhi,71180274,69.59794022268667
EXP_6240,Chemicals,Haryana,77240687,55.76503311749747
EXP_1799,Medical Devices,Karnataka,70643134,34.020406741585674
EXP_4773,Solar,Haryana,9377500,39.74261709455893
EXP_1473,Textiles,Telangana,39438921,69.25438545908246
EXP_3806,Medical Devices,Maharashtra,8328633,36.23228947847822
EXP_4541,Electronics,Delhi,78020812,43.07677193850116
EXP_6821,Engineering,Delhi,32441094,47.80982821933646
EXP_5679,Solar,Tamil Nadu,9916389,20.47109055555709
EXP_6111,Auto Parts,Tamil Nadu,67367866,56.12865493032667
EXP_9140,Engineering,Karnataka,41085469,39.411999688494646
EXP_1394,Pharmaceuticals,Punjab,26138266,57.48965640562111
EXP_1472,Textiles,Karnataka,62974116,30.40701561894428
EXP_3862,IT Software,Gujarat,4670992,39.96093918899651
EXP_3346,IT Software,Rajasthan,74604432,45.94936673371123
EXP_2860,Medical Devices,Rajasthan,70947235,42.89074068593398
EXP_7901,Chemicals,Maharashtra,49802521,47.862605827012175
EXP_5806,Chemicals,Delhi,23728324,67.66167000384797
EXP_2223,Engineering,Haryana,41798511,16.39508738295656
EXP_3552,Solar,Rajasthan,13743672,44.90314938204071
EXP_1215,Pharmaceuticals,Tamil Nadu,77797039,63.55262423306895
EXP_7671,Solar,Karnataka,43776760,43.51102258388989
EXP_6260,Solar,Delhi,49073594,32.38818153201212
EXP_2966,Medical Devices,Tamil Nadu,53159103,57.96442702142578
EXP_6184,Chemicals,Gujarat,29366969,36.43589835266125
EXP_7098,Textiles,Haryana,33481364,62.072311629859286
EXP_2429,Engineering,Maharashtra,40668150,23.356282631375443
EXP_6723,Medical Devices,Gujarat,36306620,56.679265062077334
EXP_7580,Electronics,Telangana,69980235,44.429763408919655
EXP_5307,Medical Devices,Rajasthan,28236257,54.48341213271841
EXP_3527,Auto Parts,Karnataka,30375772,58.02720505831689
EXP_9537,Solar,Punjab,31486307,36.19096363239353
EXP_5079,Medical Devices,Punjab,47953829,37.8813238373581
EXP_2710,Electronics,Tamil Nadu,40240347,46.10401014051869
EXP_6260,IT Software,Karnataka,21668945,27.607379671993364
EXP_2143,Medical Devices,Rajasthan,31018161,36.26237129593051
EXP_9149,Chemicals,Maharashtra,62960824,45.78562009363801
EXP_3421,Auto Parts,Karnataka,76238290,66.24232103822453
EXP_5741,Chemicals,Gujarat,65735800,57.22795946885108
EXP_7979,Machinery,Rajasthan,6856239,51.68375005324483
EXP_7778,Chemicals,Delhi,70376456,24.9177736679621
EXP_7365,Chemicals,Haryana,22015116,53.1013073450978
EXP_3958,Machinery,Maharashtra,26862555,41.37965560179458
EXP_5018,Auto Parts,Punjab,20417570,48.349097736582046
EXP_4722,Auto Parts,Tamil Nadu,76250502,29.922363514126005
EXP_9570,Auto Parts,Delhi,56411499,32.9004756017552
EXP_9283,Solar,Rajasthan,39205614,47.34580416432244
EXP_7199,IT Software,Haryana,19730130,36.11756176011537
EXP_5093,Engineering,Tamil Nadu,40705318,30.270712211441296
EXP_9759,Textiles,Telangana,72665835,66.95759062736313
EXP_4113,Textiles,Delhi,56132004,48.66459048382376
EXP_3617,Solar,Haryana,50816808,29.369573381106047
EXP_4155,Textiles,Delhi,57964747,47.80920699067035
EXP_4560,Electronics,Karnataka,9013785,47.149344807706015
EXP_4538,Pharmaceuticals,Haryana,55882922,51.5738235141277
EXP_8586,IT Software,Tamil Nadu,29193310,15.35495239470373
EXP_8687,Auto Parts,Tamil Nadu,41113225,42.418835664138996
EXP_8815,Engineering,Rajasthan,54151927,29.558402440897876
EXP_8497,Machinery,Gujarat,73667325,56.928636413523115
EXP_6498,Solar,Delhi,55242087,23.27718132188
EXP_6604,IT Software,Punjab,54303257,49.197688508200194
EXP_8958,Medical Devices,Gujarat,58370090,28.54593859090464
EXP_8552,Medical Devices,Telangana,65949263,44.90359661345418
EXP_2293,Engineering,Delhi,55481941,56.463152826532614
EXP_1137,Solar,Telangana,77323655,46.54736411471008
EXP_2435,Machinery,Tamil Nadu,20210657,30.268380602491007
EXP_4389,Electronics,Tamil Nadu,60885070,30.238963913698854
EXP_9189,Engineering,Maharashtra,43162740,45.862711737702824
EXP_7995,Textiles,Maharashtra,2026413,62.15903567682053
EXP_1756,Pharmaceuticals,Delhi,62253319,24.68739522737264
EXP_5446,IT Software,Telangana,5403806,30.473338194035065
EXP_5437,Electronics,Rajasthan,62662148,71.99672384478822
EXP_9567,Auto Parts,Maharashtra,27859227,80.45424031365606
EXP_9265,IT Software,Punjab,3351970,55.08528213582646
EXP_5227,Pharmaceuticals,Delhi,13369936,35.90781894629345
EXP_4166,Auto Parts,Telangana,16758236,38.6298318800662
EXP_8590,Pharmaceuticals,Gujarat,66241704,40.495205482410235
EXP_1078,Medical Devices,Telangana,17627334,73.6017398993219
EXP_8099,Textiles,Gujarat,51470404,79.02162025943387
EXP_2980,Engineering,Tamil Nadu,35062470,63.41591314238868
EXP_2436,Machinery,Gujarat,69692838,43.25340872258268
EXP_5288,Auto Parts,Gujarat,27838295,56.47903505060847
EXP_5705,Machinery,Telangana,29267061,49.89395783794684
EXP_6001,Medical Devices,Tamil Nadu,16363438,48.37272838735919
EXP_9115,Auto Parts,Tamil Nadu,21015972,63.701389982567456
EXP_2604,Pharmaceuticals,Gujarat,6647455,81.29474645298784
EXP_9230,Chemicals,Punjab,28492260,21.771624951497902
EXP_3493,Machinery,Maharashtra,66103381,43.82108485972203
EXP_7368,Auto Parts,Telangana,42511809,53.0789671669027
EXP_6994,Electronics,Haryana,79804611,46.42192694804402
EXP_5463,IT Software,Delhi,40803477,58.51731757959976
EXP_4282,Medical Devices,Telangana,24561461,49.36108682653719
EXP_7122,Auto Parts,Punjab,38917282,45.22317263530209
EXP_4333,Engineering,Karnataka,54032308,52.497295728361046
EXP_7530,Machinery,Telangana,32982369,27.56123925086526
EXP_7872,Textiles,Gujarat,74726047,34.755456453593006
EXP_7559,Machinery,Haryana,13696286,41.519337235826605
EXP_4291,Machinery,Telangana,58717491,21.601732261475586
EXP_5034,Textiles,Maharashtra,41169875,57.71779160158592
EXP_6617,Machinery,Haryana,60723424,32.668103708225
EXP_5479,Chemicals,Punjab,63095375,27.70343017971582
EXP_2100,IT Software,Delhi,34500436,42.548905176395444
EXP_2082,Pharmaceuticals,Rajasthan,12153913,75.58458374596766
EXP_9583,Chemicals,Rajasthan,32327132,54.52465711820261
EXP_8682,Engineering,Punjab,15977586,39.31887912015418
EXP_9380,Electronics,Telangana,63741216,45.6002774327247
EXP_7447,Engineering,Maharashtra,61303736,69.13936005076525
EXP_1715,Solar,Karnataka,45777876,59.983327496664074
EXP_6541,Electronics,Haryana,23874018,47.98828552129899
EXP_3334,Medical Devices,Karnataka,71194069,47.80034842251604
EXP_4109,Auto Parts,Tamil Nadu,14635040,36.743745194662004
EXP_7931,Auto Parts,Gujarat,5365474,53.986053778499596
EXP_8841,Machinery,Haryana,48224417,40.75270360917668
EXP_3525,Textiles,Telangana,9360411,68.81976057234601
EXP_8032,Medical Devices,Gujarat,69879342,74.06793378389315
EXP_7237,Auto Parts,Karnataka,5788853,43.978725887340254
EXP_3864,Machinery,Tamil Nadu,70647059,19.29014535199412
EXP_9799,Medical Devices,Maharashtra,44973352,14.86245615210391
EXP_4870,Machinery,Haryana,66696620,23.84204407634316
EXP_5121,Pharmaceuticals,Karnataka,47975635,31.580108738553236
EXP_1633,Chemicals,Karnataka,22620393,49.03241330865112
EXP_9685,Medical Devices,Haryana,77926607,39.191385218052865
EXP_7831,Electronics,Punjab,47708453,35.11962567288021
EXP_8347,Solar,Telangana,79587994,65.80806207525218
EXP_7442,Pharmaceuticals,Gujarat,44494221,57.48226914592416
EXP_2432,Medical Devices,Telangana,78550866,23.561341795141587
EXP_7736,Electronics,Karnataka,77702284,42.313172296980404
EXP_4655,Machinery,Maharashtra,24387383,32.189708810558415
EXP_1760,Pharmaceuticals,Rajasthan,55978968,52.28880766400182
EXP_4628,Textiles,Tamil Nadu,26266036,42.99093499283614
EXP_9675,Engineering,Haryana,27606982,35.653855509418534
EXP_1873,Engineering,Tamil Nadu,12102001,20.96693376020468
EXP_3648,Engineering,Telangana,21981240,44.670563133942
EXP_6641,Textiles,Rajasthan,26320429,48.82730052726897
EXP_2493,IT Software,Karnataka,2231449,40.58548414542473
EXP_3828,Pharmaceuticals,Maharashtra,27067666,31.72293063718184
EXP_4754,Engineering,Karnataka,77365574,33.23501895281164
EXP_5420,Auto Parts,Maharashtra,20991043,31.374223373681897
EXP_3144,Solar,Gujarat,16743354,30.892699582919082
EXP_3621,Engineering,Haryana,54188140,56.76007618346027
EXP_7255,Textiles,Tamil Nadu,66247940,48.81864892291513
EXP_3746,Textiles,Delhi,22610550,34.59640646294196
EXP_4748,Textiles,Rajasthan,68583769,34.30700412860551
EXP_4772,Solar,Haryana,40392685,42.34178472435214
EXP_9690,IT Software,Karnataka,59244293,39.762303065319855
EXP_7158,Solar,Maharashtra,56425409,34.611849196556335
EXP_6743,Auto Parts,Haryana,52539329,50.19314846175917
EXP_4020,Pharmaceuticals,Gujarat,8549177,23.04294205802227
EXP_8242,Auto Parts,Delhi,45628094,41.66622607173127
EXP_5673,Solar,Maharashtra,60677256,38.60108661904796
EXP_1269,Chemicals,Rajasthan,3885512,40.71300599698656
EXP_8703,Textiles,Tamil Nadu,20533839,55.49277350963913
EXP_5427,Auto Parts,Haryana,64819121,46.532520753796355
EXP_4417,Pharmaceuticals,Maharashtra,36012331,39.506696437402724
EXP_2168,Medical Devices,Maharashtra,73272908,44.342538475902955
EXP_2774,Engineering,Rajasthan,48093937,58.882809603776785
EXP_8910,Medical Devices,Tamil Nadu,30401724,16.225378087276134
EXP_5571,Solar,Karnataka,5628244,35.48492676845473
EXP_1767,Chemicals,Tamil Nadu,21469159,50.7843265524584
EXP_4512,Machinery,Maharashtra,38119442,33.2231645931387
EXP_5492,Chemicals,Haryana,10226205,45.655267681031134
EXP_1604,IT Software,Delhi,55453715,75.89198411024736
EXP_8852,Auto Parts,Gujarat,39084609,61.79009862604655
EXP_8172,Solar,Telangana,74661707,47.55674220305853
EXP_6215,Auto Parts,Telangana,9245410,58.70143893345019
EXP_3860,Solar,Maharashtra,55746224,38.71853777873331
EXP_5455,Machinery,Rajasthan,28455603,62.548019810788546
EXP_1942,Auto Parts,Maharashtra,77907632,66.0925748221358
EXP_2056,Engineering,Delhi,32585480,37.13749310756974
EXP_8085,Chemicals,Tamil Nadu,44173279,38.798226532376695
EXP_6546,Medical Devices,Telangana,13390993,60.86728907358755
EXP_5410,Electronics,Delhi,2807062,50.72749507100575
EXP_1815,Machinery,Delhi,50047666,65.61293926280243
EXP_9583,Engineering,Rajasthan,59234604,71.1948817058274
EXP_6272,Pharmaceuticals,Tamil Nadu,50001027,28.06849092839056
EXP_2263,Engineering,Punjab,77962309,34.85703554419705
EXP_7373,Machinery,Punjab,71972045,58.633789307042015
EXP_6143,Chemicals,Maharashtra,38297008,68.42697564434161
EXP_9264,Pharmaceuticals,Rajasthan,47225061,38.01733489412553
EXP_8804,Engineering,Telangana,1519773,38.14701822602654
EXP_7552,Auto Parts,Rajasthan,28525436,72.2576493921886
EXP_6020,Textiles,Gujarat,48424329,37.08911258851011
EXP_3469,IT Software,Delhi,2474727,57.39742302430321
EXP_2868,IT Software,Maharashtra,14466721,37.63760518454336
EXP_8548,IT Software,Gujarat,21607354,83.03649632209769
EXP_8621,Machinery,Maharashtra,65952745,70.39798695650312
EXP_9838,Machinery,Tamil Nadu,65905656,39.41108157931766
EXP_5535,Auto Parts,Gujarat,64235991,59.96036223035034
EXP_8270,Electronics,Delhi,8544026,38.45446312670927
